Epoch,Train Loss,Validation Loss
1,0.6132567355345035,0.5144216537475585
2,0.5161670636514137,0.43404702345530194
3,0.46584992675945675,0.4457052032152812
4,0.7584763970868341,0.548927386601766
5,0.5300191147574063,0.44070332845052085
6,0.47774942476173926,0.45333874225616455
7,0.4549508156447575,0.43250784476598103
8,0.45480064688057736,0.4177071948846181
9,0.43972500028281375,0.39901642203330995
10,0.44163710957971114,0.40762733221054076
